date,summary,temperature
2006-04-01 00:00:00.000 +0200,Partly Cloudy,9.472222222222221
2006-04-01 01:00:00.000 +0200,Partly Cloudy,9.355555555555558
2006-04-01 02:00:00.000 +0200,Mostly Cloudy,9.377777777777778
2006-04-01 03:00:00.000 +0200,Partly Cloudy,8.28888888888889
